prodcode,description,drugsubstance
36486,"Econac XL 100mg tablets (AMCo)","Diclofenac sodium"
36486,"Econac XL 100mg tablets (AMCo)","Diclofenac sodium"
55828,"Benorilate 2g/5ml Liquid (Berk Pharmaceuticals Ltd)",Benorilate
20805,"Dicloflex 75mg SR tablets (Teva UK Ltd)","Diclofenac sodium"
20805,"Dicloflex 75mg SR tablets (Teva UK Ltd)","Diclofenac sodium"
20805,"Dicloflex 75mg SR tablets (Teva UK Ltd)","Diclofenac sodium"
42455,"Dicloflex Retard 100mg tablets (Teva UK Ltd)","Diclofenac sodium"
42455,"Dicloflex Retard 100mg tablets (Teva UK Ltd)","Diclofenac sodium"
42455,"Dicloflex Retard 100mg tablets (Teva UK Ltd)","Diclofenac sodium"
9688,"Diclovol 75mg SR tablets (Mylan)","Diclofenac sodium"
9688,"Diclovol 75mg SR tablets (Generics (UK) Ltd)","Diclofenac sodium"
27200,"Diclovol Retard 100mg tablets (Mylan)","Diclofenac sodium"
27200,"Diclovol Retard 100mg tablets (Generics (UK) Ltd)","Diclofenac sodium"
20621,"Dicloflex 75mg SR tablets (Kent Pharmaceuticals Ltd)","Diclofenac sodium"
20621,"Dicloflex 75mg SR tablets (Kent Pharmaceuticals Ltd)","Diclofenac sodium"
20621,"Dicloflex 75mg SR tablets (Kent Pharmaceuticals Ltd)","Diclofenac sodium"
17532,"Dicloflex Retard 100mg tablets (Kent Pharmaceuticals Ltd)","Diclofenac sodium"
17532,"Dicloflex Retard 100mg tablets (Kent Pharmaceuticals Ltd)","Diclofenac sodium"
17532,"Dicloflex Retard 100mg tablets (Kent Pharmaceuticals Ltd)","Diclofenac sodium"
51614,"Ibuprofen 200mg caplets (Lloyds Pharmacy Ltd)",Ibuprofen
48644,"Ibuprofen 400mg caplets (Lloyds Pharmacy Ltd)",Ibuprofen
48644,"Ibuprofen 400mg caplets (Lloyds Pharmacy Ltd)",Ibuprofen
48644,"Ibuprofen 400mg caplets (Lloyds Pharmacy Ltd)",Ibuprofen
26970,"Ibuprofen 100mg/5ml oral suspension sugar free (Teva UK Ltd)",Ibuprofen
26970,"Ibuprofen 100mg/5ml oral suspension sugar free (Teva UK Ltd)",Ibuprofen
26970,"Ibuprofen 100mg/5ml oral suspension sugar free (Teva UK Ltd)",Ibuprofen
30892,"Mandafen for Children 100mg/5ml oral suspension sugar free (M & A Pharmachem Ltd)",Ibuprofen
30892,"Mandafen for Children 100mg/5ml oral suspension sugar free (M & A Pharmachem Ltd)",Ibuprofen
30892,"Mandafen for Children 100mg/5ml oral suspension sugar free (M & A Pharmachem Ltd)",Ibuprofen
18527,"Mandafen 400mg tablets (M & A Pharmachem Ltd)",Ibuprofen
18527,"Mandafen 400mg tablets (M & A Pharmachem Ltd)",Ibuprofen
18527,"Mandafen 400mg tablets (M & A Pharmachem Ltd)",Ibuprofen
20907,"Sudafed Sinus Pressure & Pain tablets (McNeil Products Ltd)","Ibuprofen/Pseudoephedrine hydrochloride"
28479,"Nurofen Back Pain SR 300mg capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
28479,"Nurofen Back Pain SR 300mg capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
28479,"Nurofen Back Pain SR 300mg capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
37816,"Cuprofen PLUS tablets (SSL International Plc)","Ibuprofen/Codeine phosphate"
37816,"Cuprofen PLUS tablets (SSL International Plc)","Ibuprofen/Codeine phosphate"
37816,"Cuprofen PLUS tablets (SSL International Plc)","Ibuprofen/Codeine phosphate"
30164,"Lemsip Cold and Flu Sinus 12 Hr Ibuprofen + Pseudoephedrine modified-release capsules (Reckitt Benckiser Healthcare (UK) Ltd)","Pseudoephedrine hydrochloride/Ibuprofen"
30164,"Lemsip Cold and Flu Sinus 12 Hr Ibuprofen + Pseudoephedrine modified-release capsules (Reckitt Benck","Pseudoephedrine hydrochloride/Ibuprofen"
26631,"Rhumalgan XL 100mg capsules (Sandoz Ltd)","Diclofenac sodium"
26631,"Rhumalgan XL 100mg capsules (Sandoz Ltd)","Diclofenac sodium"
26631,"Rhumalgan XL 100mg capsules (Sandoz Ltd)","Diclofenac sodium"
17030,"Rhumalgan SR 75mg capsules (Sandoz Ltd)","Diclofenac sodium"
17030,"Rhumalgan SR 75mg capsules (Sandoz Ltd)","Diclofenac sodium"
17030,"Rhumalgan SR 75mg capsules (Sandoz Ltd)","Diclofenac sodium"
60368,"Diclofenac 10mg/5ml oral solution","Diclofenac sodium"
61762,"Diclofenac 10mg/5ml oral suspension","Diclofenac sodium"
60772,"Indometacin 25mg/5ml oral solution",Indometacin
34923,"Naproxen 250mg Tablet (Berk Pharmaceuticals Ltd)",Naproxen
34922,"Naproxen 500mg Tablet (Berk Pharmaceuticals Ltd)",Naproxen
75154,"Mefenamic acid 250mg/5ml oral suspension","Mefenamic acid"
56554,"Naproxen 250mg/5ml oral suspension",Naproxen
56106,"Naproxen 500mg/5ml oral suspension",Naproxen
32854,"Diclofenac sodium 75mg modified-release capsules (A A H Pharmaceuticals Ltd)","Diclofenac sodium"
32854,"Diclofenac sodium 75mg modified-release capsules (A A H Pharmaceuticals Ltd)","Diclofenac sodium"
72546,"Diclofenac sodium 100mg modified-release capsules (A A H Pharmaceuticals Ltd)","Diclofenac sodium"
25257,"Advil 200mg tablets (Wyeth Consumer Healthcare)",Ibuprofen
25257,"Advil 200mg tablets (Wyeth Consumer Healthcare)",Ibuprofen
50363,"Nurofen for Children Singles 100mg/5ml oral suspension 5ml sachets strawberry (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
49133,"Nurofen for Children 100mg/5ml oral suspension strawberry (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
49133,"Nurofen for Children 100mg/5ml oral suspension strawberry (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
49133,"Nurofen for Children 100mg/5ml oral suspension strawberry (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
40083,"Ibuprofen 200mg caplets (Galpharm International Ltd)",Ibuprofen
40083,"Ibuprofen 200mg caplets (Galpharm International Ltd)",Ibuprofen
40083,"Ibuprofen 200mg caplets (Galpharm International Ltd)",Ibuprofen
32862,"Ibuprofen 100mg/5ml oral suspension sugar free (Thornton & Ross Ltd)",Ibuprofen
32862,"Ibuprofen 100mg/5ml oral suspension sugar free (Thornton & Ross Ltd)",Ibuprofen
32862,"Ibuprofen 100mg/5ml oral suspension sugar free (Thornton & Ross Ltd)",Ibuprofen
25205,"Ibuprofen 100mg/5ml oral suspension 5ml sachets sugar free (Thornton & Ross Ltd)",Ibuprofen
25205,"Ibuprofen 100mg/5ml oral suspension 5ml sachets sugar free (Thornton & Ross Ltd)",Ibuprofen
21419,"Seractil 300mg tablets (Thornton & Ross Ltd)",Dexibuprofen
21419,"Seractil 300mg tablets (Thornton & Ross Ltd)",Dexibuprofen
21419,"Seractil 300mg tablets (Thornton & Ross Ltd)",Dexibuprofen
21421,"Seractil 400mg tablets (Thornton & Ross Ltd)",Dexibuprofen
21421,"Seractil 400mg tablets (Thornton & Ross Ltd)",Dexibuprofen
21421,"Seractil 400mg tablets (Thornton & Ross Ltd)",Dexibuprofen
62892,"Ibuprofen 200mg tablets (Wockhardt UK Ltd)",Ibuprofen
46141,"Nurofen Tension Headache 342mg caplets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen lysine"
50628,"Ibuprofen 400mg caplets (The Boots Company Plc)",Ibuprofen
50266,"Ibuprofen 200mg caplets (The Boots Company Plc)",Ibuprofen
65471,"Ibuprofen 200mg tablets (Almus Pharmaceuticals Ltd)",Ibuprofen
73433,"Ibuprofen 600mg tablets (Almus Pharmaceuticals Ltd)",Ibuprofen
58523,"Indometacin 50mg capsules (Almus Pharmaceuticals Ltd)",Indometacin
66648,"Ibuprofen 400mg tablets (Almus Pharmaceuticals Ltd)",Ibuprofen
56275,"Meloxicam 7.5mg tablets (Teva UK Ltd)",Meloxicam
7118,"Prexige 100mg tablets (Novartis Pharmaceuticals UK Ltd)",Lumiracoxib
7118,"Prexige 100mg tablets (Novartis Pharmaceuticals UK Ltd)",Lumiracoxib
28383,"Prexige 400mg tablets (Novartis Pharmaceuticals UK Ltd)",Lumiracoxib
28383,"Prexige 400mg tablets (Novartis Pharmaceuticals UK Ltd)",Lumiracoxib
28171,"Lumiracoxib 400mg tablets",Lumiracoxib
28171,"Lumiracoxib 400mg tablets",Lumiracoxib
10212,"Lumiracoxib 100mg tablets",Lumiracoxib
10212,"Lumiracoxib 100mg tablets",Lumiracoxib
24469,"Cuprofen for Children 100mg/5ml oral suspension (SSL International Plc)",Ibuprofen
24469,"Cuprofen for Children 100mg/5ml oral suspension (SSL International Plc)",Ibuprofen
24469,"Cuprofen for Children 100mg/5ml oral suspension (SSL International Plc)",Ibuprofen
71374,"Galpharm Ibuprofen For Children 100mg/5ml oral suspension 5ml sachets (Galpharm International Ltd)",Ibuprofen
39461,"Solpadeine Migraine Ibuprofen & Codeine tablets (Omega Pharma Ltd)","Ibuprofen/Codeine phosphate"
39461,"Solpadeine Migraine Ibuprofen & Codeine tablets (Omega Pharma Ltd)","Ibuprofen/Codeine phosphate"
39461,"Solpadeine Migraine Ibuprofen & Codeine tablets (Omega Pharma Ltd)","Ibuprofen/Codeine phosphate"
33935,"Nurofen Maximum Strength Migraine Pain 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen lysine"
33935,"Nurofen Maximum Strength Migraine Pain 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen lysine"
26095,"Ibuprofen lysine 400mg tablets","Ibuprofen lysine"
26095,"Ibuprofen lysine 400mg tablets","Ibuprofen lysine"
26095,"Ibuprofen lysine 400mg tablets","Ibuprofen lysine"
66364,"Meloxicam 15mg tablets (Actavis UK Ltd)",Meloxicam
60705,"Meloxicam 15mg tablets (Niche Generics Ltd)",Meloxicam
58071,"Voltarol Rapid 50mg tablets (Waymade Healthcare Plc)","Diclofenac potassium"
57045,"Voltarol 50mg dispersible tablets (Waymade Healthcare Plc)","Diclofenac sodium"
71064,"Diclofenac sodium 75mg modified-release capsules (Waymade Healthcare Plc)","Diclofenac sodium"
35711,"Dicloflex 25mg gastro-resistant tablets (Teva UK Ltd)","Diclofenac sodium"
35711,"Dicloflex 25mg gastro-resistant tablets (Teva UK Ltd)","Diclofenac sodium"
35711,"Dicloflex 25mg gastro-resistant tablets (Teva UK Ltd)","Diclofenac sodium"
40756,"Dicloflex 25mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
40756,"Dicloflex 25mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
40756,"Dicloflex 25mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
39823,"Dicloflex 50mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
39823,"Dicloflex 50mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
39823,"Dicloflex 50mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
29181,"Dicloflex 75mg SR tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
29181,"Dicloflex 75mg SR tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
29181,"Dicloflex 75mg SR tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
35893,"Dicloflex Retard 100mg tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
35893,"Dicloflex Retard 100mg tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
35893,"Dicloflex Retard 100mg tablets (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
68932,"Meloxicam 15mg tablets (Somex Pharma)",Meloxicam
35935,"Meloxicam 7.5mg tablets (Somex Pharma)",Meloxicam
35935,"Meloxicam 7.5mg tablets (Somex Pharma)",Meloxicam
35935,"Meloxicam 7.5mg tablets (Somex Pharma)",Meloxicam
43456,"Anadin LiquiFast 400mg capsules (Pfizer Consumer Healthcare Ltd)",Ibuprofen
43456,"Anadin LiquiFast 400mg capsules (Pfizer Consumer Healthcare Ltd)",Ibuprofen
43456,"Anadin LiquiFast 400mg capsules (Pfizer Consumer Healthcare Ltd)",Ibuprofen
29068,"Nurofen Extra Strength 400mg capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
29068,"Nurofen Extra Strength 400mg capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
14333,"Ibuprofen 400mg capsules",Ibuprofen
14333,"Ibuprofen 400mg capsules",Ibuprofen
14333,"Ibuprofen 400mg capsules",Ibuprofen
71127,"Oruvail 100 modified-release capsules (Waymade Healthcare Plc)",Ketoprofen
35653,"Etopan XL 600mg tablets (Sun Pharmaceuticals UK Ltd)",Etodolac
35653,"Etopan XL 600mg tablets (Sun Pharmaceuticals UK Ltd)",Etodolac
35653,"Etopan XL 600mg tablets (Sun Pharmaceuticals UK Ltd)",Etodolac
52714,"Etodolac 600mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)",Etodolac
67756,"Indometacin 25mg capsules (Almus Pharmaceuticals Ltd)",Indometacin
71989,"Meloxicam 15mg tablets (Almus Pharmaceuticals Ltd)",Meloxicam
59878,"Naproxen 250mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)",Naproxen
65952,"Naproxen 500mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)",Naproxen
74952,"Arcoxia 60mg tablets (Waymade Healthcare Plc)",Etoricoxib
32536,"Diclofenac 25mg Tablet (Berk Pharmaceuticals Ltd)","Diclofenac sodium"
28256,"Diclofenac 50mg Tablet (Berk Pharmaceuticals Ltd)","Diclofenac sodium"
45320,"Ibuprofen 200mg tablets (Sandoz Ltd)",Ibuprofen
45320,"Ibuprofen 200mg tablets (Sandoz Ltd)",Ibuprofen
45320,"Ibuprofen 200mg tablets (Sandoz Ltd)",Ibuprofen
54906,"Diclofenac 50mg/5ml oral suspension","Diclofenac sodium"
51808,"Diclofenac 12.5mg/5ml oral solution","Diclofenac sodium"
68849,"Diclofenac 12.5mg/5ml oral suspension","Diclofenac sodium"
64759,"Diclofenac 50mg/5ml oral solution","Diclofenac sodium"
56441,"Calprofen 100mg/5ml oral suspension 5ml sachets (McNeil Products Ltd)",Ibuprofen
62658,"Arcoxia 120mg tablets (Waymade Healthcare Plc)",Etoricoxib
37731,"Nurofen Express 342mg caplets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen lysine"
37002,"Nurofen Express 200mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
37002,"Nurofen Express 200mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
37002,"Nurofen Express 200mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
37648,"Nurofen Express 400mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
37648,"Nurofen Express 400mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
37648,"Nurofen Express 400mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
36787,"Nurofen Express 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen lysine"
36787,"Nurofen Express 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen lysine"
56762,"Naproxen 100mg/5ml oral suspension",Naproxen
39693,"Naproxen 200mg/5ml oral suspension",Naproxen
39693,"Naproxen 200mg/5ml oral suspension",Naproxen
39693,"Naproxen 200mg/5ml oral suspension",Naproxen
67815,"Feldene Melt 20mg tablets (Waymade Healthcare Plc)",Piroxicam
48084,"Ibuprofen 200mg/5ml oral suspension",Ibuprofen
48084,"Ibuprofen 200mg/5ml oral suspension",Ibuprofen
48084,"Ibuprofen 200mg/5ml oral suspension",Ibuprofen
38493,"Anadin Joint Pain 200mg tablets (Pfizer Consumer Healthcare Ltd)",Ibuprofen
38493,"Anadin Joint Pain 200mg tablets (Pfizer Consumer Healthcare Ltd)",Ibuprofen
38493,"Anadin Joint Pain 200mg tablets (Pfizer Consumer Healthcare Ltd)",Ibuprofen
37562,"Arcoxia 30mg tablets (Grunenthal Ltd)",Etoricoxib
37562,"Arcoxia 30mg tablets (Grunenthal Ltd)",Etoricoxib
37562,"Arcoxia 30mg tablets (Grunenthal Ltd)",Etoricoxib
37587,"Etoricoxib 30mg tablets",Etoricoxib
37587,"Etoricoxib 30mg tablets",Etoricoxib
37587,"Etoricoxib 30mg tablets",Etoricoxib
68582,"Ibuprofen 200mg tablets (DE Pharmaceuticals)",Ibuprofen
66544,"Ibuprofen 400mg tablets (DE Pharmaceuticals)",Ibuprofen
70393,"Naproxen 250mg tablets (DE Pharmaceuticals)",Naproxen
74216,"Ibuprofen 100mg/5ml oral suspension sugar free (Pinewood Healthcare)",Ibuprofen
75305,"Galprofen Long Lasting 300mg capsules (Galpharm International Ltd)",Ibuprofen
49266,"Ibuprofen for Children 100mg/5ml oral suspension (Galpharm International Ltd)",Ibuprofen
49266,"Ibuprofen for Children 100mg/5ml oral suspension (Galpharm International Ltd)",Ibuprofen
49266,"Ibuprofen for Children 100mg/5ml oral suspension (Galpharm International Ltd)",Ibuprofen
66486,"Arcoxia 90mg tablets (DE Pharmaceuticals)",Etoricoxib
53576,"Arcoxia 120mg tablets (DE Pharmaceuticals)",Etoricoxib
63357,"Naproxen 250mg tablets (Almus Pharmaceuticals Ltd)",Naproxen
62840,"Celebrex 100mg capsules (DE Pharmaceuticals)",Celecoxib
71117,"Diclomax SR 75mg capsules (DE Pharmaceuticals)","Diclofenac sodium"
50058,"Voltarol 50mg dispersible tablets (DE Pharmaceuticals)","Diclofenac sodium"
69477,"Voltarol Rapid 50mg tablets (DE Pharmaceuticals)","Diclofenac potassium"
39722,"Voltarol Pain-eze 12.5mg tablets (Novartis Consumer Health UK Ltd)","Diclofenac potassium"
39722,"Voltarol Pain-eze 12.5mg tablets (Novartis Consumer Health UK Ltd)","Diclofenac potassium"
39722,"Voltarol Pain-eze 12.5mg tablets (Novartis Consumer Health UK Ltd)","Diclofenac potassium"
38817,"Diclofenac potassium 12.5mg tablets","Diclofenac potassium"
38817,"Diclofenac potassium 12.5mg tablets","Diclofenac potassium"
38817,"Diclofenac potassium 12.5mg tablets","Diclofenac potassium"
34911,"Ibuprofen 200mg Tablet (Celltech Pharma Europe Ltd)",Ibuprofen
34911,"Ibuprofen 200mg Tablet (Celltech Pharma Europe Ltd)",Ibuprofen
45842,"Ibuprofen 600mg Tablet (Celltech Pharma Europe Ltd)",Ibuprofen
45842,"Ibuprofen 600mg Tablet (Celltech Pharma Europe Ltd)",Ibuprofen
34889,"Ibuprofen 400mg Tablet (Celltech Pharma Europe Ltd)",Ibuprofen
34889,"Ibuprofen 400mg Tablet (Celltech Pharma Europe Ltd)",Ibuprofen
51284,"Arcoxia 60mg tablets (Sigma Pharmaceuticals Plc)",Etoricoxib
62251,"Arcoxia 90mg tablets (Sigma Pharmaceuticals Plc)",Etoricoxib
73981,"Feldene Melt 20mg tablets (Sigma Pharmaceuticals Plc)",Piroxicam
41817,"Indometacin sr 75mg Modified-release capsule (C P Pharmaceuticals Ltd)",Indometacin
59595,"Diclofenac 50mg dispersible tablets sugar free (Sigma Pharmaceuticals Plc)","Diclofenac sodium"
42397,"Nurofen Express 256mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen sodium dihydrate"
42397,"Nurofen Express 256mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen sodium dihydrate"
44483,"Nurofen Express 512mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen sodium dihydrate"
39502,"Ibuprofen sodium dihydrate 200mg tablets","Ibuprofen sodium dihydrate"
39502,"Ibuprofen sodium dihydrate 200mg tablets","Ibuprofen sodium dihydrate"
39502,"Ibuprofen sodium dihydrate 200mg tablets","Ibuprofen sodium dihydrate"
66567,"Ibuprofen sodium dihydrate 400mg tablets","Ibuprofen sodium dihydrate"
53604,"Ibuprofen 200mg capsules (Numark Ltd)",Ibuprofen
39758,"Nurofen Express 256mg caplets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen sodium dihydrate"
39758,"Nurofen Express 256mg caplets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen sodium dihydrate"
60786,"Voltarol 50mg dispersible tablets (Sigma Pharmaceuticals Plc)","Diclofenac sodium"
70468,"Voltarol Rapid 50mg tablets (Sigma Pharmaceuticals Plc)","Diclofenac potassium"
54021,"Voltarol Retard 100mg tablets (Sigma Pharmaceuticals Plc)","Diclofenac sodium"
65514,"Ibuprofen 200mg tablets (Boston Healthcare Ltd)",Ibuprofen
55313,"Ibuprofen 400mg tablets (Boston Healthcare Ltd)",Ibuprofen
59562,"Ibuprofen 600mg tablets (Boston Healthcare Ltd)",Ibuprofen
52154,"Ibuprofen 200mg tablets (Galpharm International Ltd)",Ibuprofen
24193,"Imbrilon 25mg Capsule (Berk Pharmaceuticals Ltd)",Indometacin
24212,"Imbrilon 50mg Capsule (Berk Pharmaceuticals Ltd)",Indometacin
57007,"Mefenamic acid 250mg capsules (Essential Generics Ltd)","Mefenamic acid"
61581,"Mefenamic acid 500mg tablets (Essential Generics Ltd)","Mefenamic acid"
53803,"Ibuprofen 200mg capsules (Kent Pharmaceuticals Ltd)",Ibuprofen
73743,"Ibuprofen 400mg tablets (Sigma Pharmaceuticals Plc)",Ibuprofen
52617,"Ibuprofen 100mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)",Ibuprofen
58652,"Ibuprofen 600mg tablets (Sigma Pharmaceuticals Plc)",Ibuprofen
51827,"Mefenamic acid 500mg tablets (Sigma Pharmaceuticals Plc)","Mefenamic acid"
61235,"Meloxicam 7.5mg tablets (Sigma Pharmaceuticals Plc)",Meloxicam
71362,"Diclomax Retard 100mg capsules (Waymade Healthcare Plc)","Diclofenac sodium"
74028,"Diclomax SR 75mg capsules (Waymade Healthcare Plc)","Diclofenac sodium"
38511,"Feminax Ultra 250mg gastro-resistant tablets (Bayer Plc)",Naproxen
38511,"Feminax Ultra 250mg gastro-resistant tablets (Bayer Plc)",Naproxen
38511,"Feminax Ultra 250mg gastro-resistant tablets (Bayer Plc)",Naproxen
34898,"Mefenamic acid 250mg Capsule (Berk Pharmaceuticals Ltd)","Mefenamic acid"
34898,"Mefenamic acid 250mg Capsule (Berk Pharmaceuticals Ltd)","Mefenamic acid"
34910,"Mefenamic acid 500mg Tablet (Berk Pharmaceuticals Ltd)","Mefenamic acid"
34910,"Mefenamic acid 500mg Tablet (Berk Pharmaceuticals Ltd)","Mefenamic acid"
4710,"Mefenamic acid 250mg Capsule (Actavis UK Ltd)","Mefenamic acid"
4710,"Mefenamic acid 250mg Capsule (Actavis UK Ltd)","Mefenamic acid"
55434,"Ibuprofen 400mg tablets (Bristol Laboratories Ltd)",Ibuprofen
56584,"Arcoxia 60mg tablets (Lexon (UK) Ltd)",Etoricoxib
62843,"Arcoxia 90mg tablets (Lexon (UK) Ltd)",Etoricoxib
41365,"Axorid 200mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd)",Ketoprofen/Omeprazole
41365,"Axorid 200mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd)",Ketoprofen/Omeprazole
55582,"Celebrex 200mg capsules (Lexon (UK) Ltd)",Celecoxib
41366,"Axorid 100mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd)",Ketoprofen/Omeprazole
41366,"Axorid 100mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd)",Ketoprofen/Omeprazole
41364,"Ketoprofen 100mg / Omeprazole 20mg modified-release capsules",Ketoprofen/Omeprazole
41364,"Ketoprofen 100mg / Omeprazole 20mg modified-release capsules",Ketoprofen/Omeprazole
41367,"Ketoprofen 200mg / Omeprazole 20mg modified-release capsules",Ketoprofen/Omeprazole
41367,"Ketoprofen 200mg / Omeprazole 20mg modified-release capsules",Ketoprofen/Omeprazole
70698,"Naproxen 250mg gastro-resistant tablets (Ranbaxy (UK) Ltd)",Naproxen
58708,"Naproxen 500mg gastro-resistant tablets (Ranbaxy (UK) Ltd)",Naproxen
67803,"Oruvail 200 modified-release capsules (Lexon (UK) Ltd)",Ketoprofen
48871,"Diclofenac potassium 25mg tablets (Accord Healthcare Ltd)","Diclofenac potassium"
48871,"Diclofenac potassium 25mg tablets (Accord Healthcare Ltd)","Diclofenac potassium"
48871,"Diclofenac potassium 25mg tablets (Accord Healthcare Ltd)","Diclofenac potassium"
43045,"Diclofenac potassium 50mg tablets (Accord Healthcare Ltd)","Diclofenac potassium"
43045,"Diclofenac potassium 50mg tablets (Accord Healthcare Ltd)","Diclofenac potassium"
43045,"Diclofenac potassium 50mg tablets (Accord Healthcare Ltd)","Diclofenac potassium"
74048,"Diclomax Retard 100mg capsules (Mawdsley-Brooks & Company Ltd)","Diclofenac sodium"
64521,"Arcoxia 90mg tablets (Mawdsley-Brooks & Company Ltd)",Etoricoxib
50269,"Arthrotec 75 gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)","Diclofenac sodium/Misoprostol"
49059,"Voltarol 50mg dispersible tablets (Lexon (UK) Ltd)","Diclofenac sodium"
49059,"Voltarol 50mg dispersible tablets (Lexon (UK) Ltd)","Diclofenac sodium"
53345,"Voltarol Rapid 50mg tablets (Lexon (UK) Ltd)","Diclofenac potassium"
52420,"Celebrex 100mg capsules (Mawdsley-Brooks & Company Ltd)",Celecoxib
38332,"Ibucalm 200mg tablets (Aspar Pharmaceuticals Ltd)",Ibuprofen
38332,"Ibucalm 200mg tablets (Aspar Pharmaceuticals Ltd)",Ibuprofen
38332,"Ibucalm 200mg tablets (Aspar Pharmaceuticals Ltd)",Ibuprofen
37553,"Ibucalm 400mg tablets (Aspar Pharmaceuticals Ltd)",Ibuprofen
37553,"Ibucalm 400mg tablets (Aspar Pharmaceuticals Ltd)",Ibuprofen
37553,"Ibucalm 400mg tablets (Aspar Pharmaceuticals Ltd)",Ibuprofen
48059,"Diclofenac potassium 50mg tablets (A A H Pharmaceuticals Ltd)","Diclofenac potassium"
48059,"Diclofenac potassium 50mg tablets (A A H Pharmaceuticals Ltd)","Diclofenac potassium"
48059,"Diclofenac potassium 50mg tablets (A A H Pharmaceuticals Ltd)","Diclofenac potassium"
7522,"Lederfen 300mg Tablet (Wyeth Pharmaceuticals)",Fenbufen
7522,"Lederfen 300mg Tablet (Wyeth Pharmaceuticals)",Fenbufen
7426,"Lederfen 300mg Capsule (Wyeth Pharmaceuticals)",Fenbufen
7426,"Lederfen 300mg Capsule (Wyeth Pharmaceuticals)",Fenbufen
54075,"Voltarol 50mg dispersible tablets (Stephar (U.K.) Ltd)","Diclofenac sodium"
70145,"Voltarol Rapid 50mg tablets (Stephar (U.K.) Ltd)","Diclofenac potassium"
7481,"Lederfen 450mg Tablet (Wyeth Pharmaceuticals)",Fenbufen
7481,"Lederfen 450mg Tablet (Wyeth Pharmaceuticals)",Fenbufen
58572,"Diclofenac potassium 25mg tablets (A A H Pharmaceuticals Ltd)","Diclofenac potassium"
36597,"Hedex Ibuprofen 200mg tablets (Omega Pharma Ltd)",Ibuprofen
36597,"Hedex Ibuprofen 200mg tablets (Omega Pharma Ltd)",Ibuprofen
36597,"Hedex Ibuprofen 200mg tablets (Omega Pharma Ltd)",Ibuprofen
52009,"Ibuprofen 200mg capsules (Galpharm International Ltd)",Ibuprofen
45213,"Diclofenac 10mg dispersible tablets","Diclofenac sodium"
45213,"Diclofenac 10mg dispersible tablets","Diclofenac sodium"
